date,GINC0130
2013-01-01,504.5629987127816
2013-02-01,487.9677961743303
2013-03-01,340.2156268254685
2013-04-01,429.4285677376273
2013-05-01,597.0497965488933
2013-06-01,451.2476826524617
2013-07-01,718.7687142637352
2013-08-01,620.642639138623
2013-09-01,431.8178627496082
2013-10-01,686.1392120729604
2013-11-01,524.8293960086385
2013-12-01,574.1492497298511
2014-01-01,710.7106241352976
2014-02-01,481.5284405037188
2014-03-01,567.4303837209618
2014-04-01,659.5488170444346
2014-05-01,582.7045896899782
2014-06-01,836.5786610363817
2014-07-01,554.7803238481456
2014-08-01,710.3780536207616
2014-09-01,649.0683549787591
2014-10-01,570.7076712137797
2014-11-01,744.6274966600516
2014-12-01,666.8663664757969
2015-01-01,273.40073025070944
2015-02-01,381.4980146985671
2015-03-01,479.9656447767648
2015-04-01,379.4092092144094
2015-05-01,488.52624149864505
2015-06-01,479.81537089785184
2015-07-01,466.66900523129294
2015-08-01,349.26817401346284
2015-09-01,286.52408032559674
2015-10-01,333.3749177274399
2015-11-01,275.2044711278054
2015-12-01,286.5361287262647
2016-01-01,279.78363916612534
2016-02-01,309.39250167408943
2016-03-01,266.39641405999777
2016-04-01,287.2450529693296
2016-05-01,287.45548232124014
2016-06-01,324.6100753057483
2016-07-01,284.7551945113919
2016-08-01,356.5241948509656
2016-09-01,323.6974221103084
2016-10-01,276.0229386161785
2016-11-01,326.15014143734186
2016-12-01,401.4911327192212
2017-01-01,504.2524283715889
2017-02-01,285.1035803503506
2017-03-01,479.1663506848645
2017-04-01,282.09091509500774
2017-05-01,353.84992484801217
2017-06-01,393.41790195096814
2017-07-01,404.90913790349896
2017-08-01,324.37414673794467
2017-09-01,326.2950025549334
2017-10-01,265.9397720314247
2017-11-01,356.6347635442808
2017-12-01,854.9464132337923
2018-01-01,509.7750521956821
2018-02-01,376.4357184164924
2018-03-01,741.9583683839819
2018-04-01,456.80275141482775
2018-05-01,493.5986528701011
2018-06-01,493.6708198135954
2018-07-01,492.7969002093701
2018-08-01,483.4495381307556
2018-09-01,436.38259561120674
2018-10-01,321.7755021051128
2018-11-01,437.09702450136456
2018-12-01,315.9716692375098
2019-01-01,261.79838344
2019-02-01,377.9994053799999
2019-03-01,495.4245732599999
2019-04-01,393.46546397
2019-05-01,568.08711734
2019-06-01,427.59188156
2019-07-01,471.0415730400002
2019-08-01,572.5785475299999
2019-09-01,465.55166548
2019-10-01,330.79789243000005
2019-11-01,455.17958811000005
2019-12-01,456.97493251
2020-01-01,363.4848950628977
2020-02-01,449.3136285232502
2020-03-01,385.2105692544156
2020-04-01,320.7051840296494
2020-05-01,201.86589094854165
2020-06-01,164.16518328457687
2020-07-01,208.7735498365133
2020-08-01,329.0055184752727
2020-09-01,372.6649311150607
2020-10-01,432.3122599091074
2020-11-01,386.0396205535895
2020-12-01,390.2728574497363
2021-01-01,217.13067623
2021-02-01,288.46196873
2021-03-01,544.32872246
2021-04-01,394.83150762
2021-05-01,410.07249407
2021-06-01,319.59627858
2021-07-01,358.2277763299999
2021-08-01,361.99507329
2021-09-01,849.0548531
2021-10-01,421.23827434
2021-11-01,407.48213916
2021-12-01,346.78604022
2022-01-01,419.98259855
2022-02-01,273.29076429
2022-03-01,413.82643338
2022-04-01,385.72433123
2022-05-01,444.13280757
2022-06-01,314.10884884
2022-07-01,345.07621266000007
2022-08-01,394.5523483500001
2022-09-01,412.85751431
2022-10-01,502.67282702
2022-11-01,534.1580803500001
2022-12-01,450.94395535000007
2023-01-01,571.5828499800001
2023-02-01,413.13818683000005
2023-03-01,552.8598847989999
2023-04-01,437.84827652
2023-05-01,526.6880096
2023-06-01,463.64248052
2023-07-01,498.90428442
2023-08-01,591.93897986
2023-09-01,524.5091828899999
2023-10-01,568.5236695600001
2023-11-01,567.11490755
2023-12-01,497.7803056249094
2024-01-01,540.75741524
2024-02-01,458.0514261
2024-03-01,495.67512471
2024-04-01,469.28503697
2024-05-01,507.00558536000005
2024-06-01,449.8493841
2024-07-01,526.8190571649095
2024-08-01,497.7394969049095
2024-09-01,410.8406528972428


 Definition: Ingreso operativo de Empresas Públicas No Financieras. Source: MEF
