date,GINC0111
2013-01-01,429.44567582
2013-02-01,404.85263271
2013-03-01,255.99115754
2013-04-01,350.60590784
2013-05-01,514.43887533
2013-06-01,370.44728535
2013-07-01,623.3793963300001
2013-08-01,536.9344199
2013-09-01,338.65597122760573
2013-10-01,603.49473755
2013-11-01,445.05067885737327
2013-12-01,468.22653849000005
2014-01-01,620.67637636
2014-02-01,397.88690991
2014-03-01,464.97914229
2014-04-01,570.08617322
2014-05-01,485.29620763
2014-06-01,742.08600656
2014-07-01,449.91680577
2014-08-01,599.0859702
2014-09-01,539.33286603
2014-10-01,454.26509227
2014-11-01,637.8246715299999
2014-12-01,556.4352044100001
2015-01-01,174.785
2015-02-01,269.31966600000004
2015-03-01,361.152448
2015-04-01,277.39695527
2015-05-01,375.501205
2015-06-01,375.66133273
2015-07-01,345.353492
2015-08-01,229.78102999
2015-09-01,182.504017
2015-10-01,235.435676
2015-11-01,177.35751699999997
2015-12-01,162.76299999999998
2016-01-01,162.11634309
2016-02-01,198.52674357
2016-03-01,157.75681469000003
2016-04-01,174.17954801000002
2016-05-01,173.29519719
2016-06-01,228.46321095
2016-07-01,168.5631438
2016-08-01,256.71594033
2016-09-01,228.81920403
2016-10-01,178.10731601
2016-11-01,220.01403201
2016-12-01,307.45382612000003
2017-01-01,413.4057119
2017-02-01,205.06897607
2017-03-01,389.96536933
2017-04-01,198.04646953
2017-05-01,275.11605576
2017-06-01,315.41828718
2017-07-01,316.22675529
2017-08-01,242.90323669
2017-09-01,253.40054794
2017-10-01,183.25844036
2017-11-01,281.15715934
2017-12-01,761.9848649400001
2018-01-01,432.46179885
2018-02-01,299.61156341000003
2018-03-01,663.52034663
2018-04-01,381.1303878
2018-05-01,406.84419955
2018-06-01,413.48503803
2018-07-01,404.89030557
2018-08-01,401.05885731000006
2018-09-01,359.12134552000003
2018-10-01,238.43409278
2018-11-01,343.51451063
2018-12-01,222.21674615
2019-01-01,187.35973794
2019-02-01,302.62359275999995
2019-03-01,420.8536409999999
2019-04-01,320.98774163
2019-05-01,487.76929505
2019-06-01,361.71988093
2019-07-01,397.3973050400001
2019-08-01,495.15616503
2019-09-01,395.17417476
2019-10-01,255.07294077
2019-11-01,372.44007597
2019-12-01,359.06
2020-01-01,273.69379302
2020-02-01,358.5883536600001
2020-03-01,302.1326337700001
2020-04-01,245.03668013000004
2020-05-01,132.93325315
2020-06-01,83.84500142
2020-07-01,128.05401886
2020-08-01,253.57949673
2020-09-01,303.22731285000003
2020-10-01,364.2196147300001
2020-11-01,325.26528621999995
2020-12-01,308.46284532000004
2021-01-01,159.14997765
2021-02-01,223.04759464
2021-03-01,465.5022914999999
2021-04-01,317.14614231
2021-05-01,342.55220738
2021-06-01,240.11128479
2021-07-01,286.11693563000006
2021-08-01,288.02499432
2021-09-01,779.4051905699998
2021-10-01,350.10111908
2021-11-01,329.05396148
2021-12-01,281.03160941000004
2022-01-01,358.34614438999995
2022-02-01,207.47048614
2022-03-01,320.75934132
2022-04-01,292.40804945
2022-05-01,355.37020432
2022-06-01,226.91363513
2022-07-01,256.37822679000004
2022-08-01,282.9123726
2022-09-01,271.41562992
2022-10-01,391.58046088
2022-11-01,385.97240407000015
2022-12-01,251.8312541
2023-01-01,436.91968439
2023-02-01,267.99053955000005
2023-03-01,413.007739079
2023-04-01,293.35601125
2023-05-01,380.17365066
2023-06-01,326.98580583
2023-07-01,364.58408889
2023-08-01,443.41779681
2023-09-01,391.43957108
2023-10-01,447.62452288
2023-11-01,429.53969022
2023-12-01,362.2346380799999
2024-01-01,415.81975793
2024-02-01,353.31447943
2024-03-01,362.22031621
2024-04-01,346.53292264000004
2024-05-01,400.36427405000006
2024-06-01,344.65664675
2024-07-01,392.67453363
2024-08-01,382.46827801
2024-09-01,269.33734978


 Definition: Ingresos petroleros de Empresas Públicas No Financieras. Source: MEF
