date,TUSD0009
2023-01-01,130.09991673605327
2023-02-01,136.73904720231909
2023-03-01,132.87623907092933
2023-04-01,136.2806290713838
2023-05-01,139.82689430485058
2023-06-01,144.4857031396743
2023-07-01,142.27584440713656
2023-08-01,145.86615321780735
2023-09-01,149.41652845637785
2023-10-01,150.8750754375377
2023-11-01,147.54703061600887
2023-12-01,140.92645048549164
2024-01-01,146.43646853812473
2024-02-01,149.84640743238182
2024-03-01,151.37524409258108
2024-04-01,157.726218829356
2024-05-01,157.2450664360406
2024-06-01,160.7665348381081
2024-07-01,150.67048365225253
2024-08-01,146.1454146876142
2024-09-01,143.63688595231255
2024-10-01,152.09588124353593
2024-11-01,149.6759515648621
2024-12-01,157.27721682237112
2025-01-01,155.0964700043427


 Definition: Cotización del USD en Japón. Source: BCE
