date,MMUL0000
2010-01-01,1.3059624474563705
2010-02-01,1.3797926761744177
2010-03-01,1.3824017934500583
2010-04-01,1.3508253462757762
2010-05-01,1.3266346489178404
2010-06-01,1.3880106003258987
2010-07-01,1.3902698007326924
2010-08-01,1.436478152518656
2010-09-01,1.3838505513124095
2010-10-01,1.3541998520033185
2010-11-01,1.3942960150431498
2010-12-01,1.4501726437350555
2011-01-01,1.5474387084822658
2011-02-01,1.5413515469335677
2011-03-01,1.4851669960499356
2011-04-01,1.3947651951698932
2011-05-01,1.419151791856799
2011-06-01,1.4527649676273953
2011-07-01,1.4608625085891729
2011-08-01,1.4413538681017646
2011-09-01,1.424703667496879
2011-10-01,1.405489624053743
2011-11-01,1.4104253938906954
2011-12-01,1.4410573651515102
2012-01-01,1.4293750722167
2012-02-01,1.4476876224477675
2012-03-01,1.4566291703129717
2012-04-01,1.4785930037540511
2012-05-01,1.49109938038925
2012-06-01,1.4472646814412669
2012-07-01,1.4655425630294412
2012-08-01,1.3494292407712305
2012-09-01,1.3469114014678765
2012-10-01,1.3730806691438042
2012-11-01,1.3655297767496963
2012-12-01,1.4506546221765957
2013-01-01,1.462576241143163
2013-02-01,1.410756351378224
2013-03-01,1.3523818523025313
2013-04-01,1.3426564904950795
2013-05-01,1.3903076987786738
2013-06-01,1.348024284187228
2013-07-01,1.3560794258883744
2013-08-01,1.2736569162159488
2013-09-01,1.2584984164033612
2013-10-01,1.2673820728906482
2013-11-01,1.235383082117262
2013-12-01,1.2774087748227645
2014-01-01,1.276967593362726
2014-02-01,1.2899435594672906
2014-03-01,1.294692883485402
2014-04-01,1.3221716073592102
2014-05-01,1.3047598399676754
2014-06-01,1.297837542494023
2014-07-01,1.3091650747811612
2014-08-01,1.284181493594141
2014-09-01,1.3290175531921595
2014-10-01,1.286377279761542
2014-11-01,1.2488235602554805
2014-12-01,1.2691062643309257
2015-01-01,1.2961465031041768
2015-02-01,1.3060558979931098
2015-03-01,1.3018871405628083
2015-04-01,1.284377307992256
2015-05-01,1.2249935679990265
2015-06-01,1.2144203039768742
2015-07-01,1.2193997022444327
2015-08-01,1.2217848277209165
2015-09-01,1.2044490306102702
2015-10-01,1.156458106347301
2015-11-01,1.129560164345308
2015-12-01,1.1461715421256082
2016-01-01,1.0940044045527848
2016-02-01,1.1138957915938468
2016-03-01,1.1264773854006058
2016-04-01,1.1308301831933238
2016-05-01,1.1336676964367012
2016-06-01,1.1124773895984157
2016-07-01,1.0923901478291278
2016-08-01,1.1001207001852158
2016-09-01,1.0920387084609209
2016-10-01,1.0642157701084
2016-11-01,1.0726056050085695
2016-12-01,1.06353037189165
2017-01-01,1.0707718671947122
2017-02-01,1.0685566832780264
2017-03-01,1.0965573047009625
2017-04-01,1.0910087050796582
2017-05-01,1.1138537658854917
2017-06-01,1.100326423521024
2017-07-01,1.1052366886788776
2017-08-01,1.121542888664864
2017-09-01,1.1126384488575576
2017-10-01,1.1129575989261655
2017-11-01,1.111924769356822
2017-12-01,1.1020030885726824
2018-01-01,1.128590841837832
2018-02-01,1.1216333760834822
2018-03-01,1.1040077368203334
2018-04-01,1.1002420258578074
2018-05-01,1.100807732518998
2018-06-01,1.1101646550349609
2018-07-01,1.1072350351950615
2018-08-01,1.1101557241079356
2018-09-01,1.109401460944088
2018-10-01,1.1132515763172413
2018-11-01,1.121444418440468
2018-12-01,1.1085625386886024
2019-01-01,1.1087440215835556
2019-02-01,1.0981935164918706
2019-03-01,1.173742874838832
2019-04-01,1.11595915600729
2019-05-01,1.0898492546007397
2019-06-01,1.1090025837542274
2019-07-01,1.107923809250156
2019-08-01,1.0936520909432292
2019-09-01,1.1314615501783851
2019-10-01,1.1117643674178883
2019-11-01,1.1119449046526786
2019-12-01,1.1187047260098135
2020-01-01,1.0996451604359712
2020-02-01,1.0973867101537984
2020-03-01,1.106038022894066
2020-04-01,1.0625176549366775
2020-05-01,1.0407313546312402
2020-06-01,1.048310666333834
2020-07-01,1.0383726472129775
2020-08-01,1.0441839526353582
2020-09-01,1.0451367172644546
2020-10-01,0.995883562017606
2020-11-01,1.008233234335187
2020-12-01,0.9865389643030094
2021-01-01,0.9966016749313792
2021-02-01,1.0105386056950303
2021-03-01,1.033538886596736
2021-04-01,1.030973702842701
2021-05-01,1.0216367154469863
2021-06-01,1.0279987994961757
2021-07-01,1.0654803706324738
2021-08-01,1.0758807940664143
2021-09-01,1.0707552552884283
2021-10-01,1.026104552468562
2021-11-01,1.044889409223463
2021-12-01,1.0450354684161158
2022-01-01,1.0522289629971089
2022-02-01,1.0453620673476065
2022-03-01,1.0532308634127538
2022-04-01,1.0586134310549498
2022-05-01,1.087046164602936
2022-06-01,1.090875156392961
2022-07-01,1.068140489831663
2022-08-01,1.086891619090392
2022-09-01,1.094504059386059
2022-10-01,1.0814290676768648
2022-11-01,1.0931997433367897
2022-12-01,1.0520135085026376
2023-01-01,1.0654581534448109
