date,GINC0020
2013-01-01,1408.4081596122494
2013-02-01,1089.3639203318344
2013-03-01,1158.8355623540583
2013-04-01,1910.558432670989
2013-05-01,1341.9227022015934
2013-06-01,1157.903422028716
2013-07-01,1357.906755599142
2013-08-01,1241.5109509929514
2013-09-01,1285.7097453709578
2013-10-01,1288.7477113803202
2013-11-01,1225.2584520486728
2013-12-01,1257.0558229299804
2014-01-01,1466.0213242098412
2014-02-01,1192.894547593822
2014-03-01,1218.532907162598
2014-04-01,1957.9480559787692
2014-05-01,1297.4307395114508
2014-06-01,1208.789552671761
2014-07-01,1455.2726454603987
2014-08-01,1277.248751841454
2014-09-01,1432.7501550748684
2014-10-01,1348.7125241407332
2014-11-01,1364.0251121478684
2014-12-01,1396.0984377730665
2015-01-01,1597.7190153218
2015-02-01,1607.7858085695998
2015-03-01,1447.3682627554
2015-04-01,2143.51604165445
2015-05-01,1483.19409983145
2015-06-01,1354.22679951265
2015-07-01,2205.8767583113504
2015-08-01,1262.4197275522995
2015-09-01,1399.43039636215
2015-10-01,1305.2683676185502
2015-11-01,1253.52413827
2015-12-01,1345.2305520081495
2016-01-01,1415.8437442147
2016-02-01,1145.4697887359998
2016-03-01,1273.1746872841
2016-04-01,1841.06375213
2016-05-01,1186.9555132532998
2016-06-01,1385.393055781
2016-07-01,1464.2998400319782
2016-08-01,1458.8770357560002
2016-09-01,1328.4526684999992
2016-10-01,1341.7621388757143
2016-11-01,1267.1046675460002
2016-12-01,1649.8566716072498
2017-01-01,1505.1924978392951
2017-02-01,1118.537149332294
2017-03-01,1295.453598783152
2017-04-01,1968.5343948662955
2017-05-01,1349.2564832345463
2017-06-01,1235.4093331840004
2017-07-01,1550.519343337748
2017-08-01,1285.2243182004922
2017-09-01,1322.7576760514598
2017-10-01,1293.3189683574878
2017-11-01,1325.623764901319
2017-12-01,1349.5407847555284
2018-01-01,1504.788732507458
2018-02-01,1148.9557181918617
2018-03-01,1301.8178253974654
2018-04-01,2020.580444039064
2018-05-01,1607.5484976092102
2018-06-01,1239.9429313505734
2018-07-01,1498.4098147434315
2018-08-01,1368.972839951449
2018-09-01,1489.431564868521
2018-10-01,1365.6829959997983
2018-11-01,1386.8849719968282
2018-12-01,2203.6507920035265
2019-01-01,1508.6808647552211
2019-02-01,1176.6051879112329
2019-03-01,1255.240846411231
2019-04-01,2158.654026875245
2019-05-01,1539.8179335532311
2019-06-01,1276.710779091232
2019-07-01,1363.6564763572358
2019-08-01,1350.7668706552356
2019-09-01,1301.04145701473
2019-10-01,1554.953583239229
2019-11-01,1205.428586387231
2019-12-01,1298.7896371232316
2020-01-01,1560.5687016240065
2020-02-01,1083.867625509707
2020-03-01,1804.7322470940012
2020-04-01,1482.939654500001
2020-05-01,867.9919136600012
2020-06-01,868.4306026292687
2020-07-01,1007.958414289266
2020-08-01,1221.6790224900074
2020-09-01,1392.981013880494
2020-10-01,1020.315549440004
2020-11-01,1181.2006377600003
2020-12-01,1283.6441904482872
2021-01-01,1317.852686626654
2021-02-01,1015.191491566661
2021-03-01,1596.1943039666585
2021-04-01,1721.8003887466618
2021-05-01,1196.7911887366608
2021-06-01,1252.5451386866605
2021-07-01,1308.28585645666
2021-08-01,1214.272096711897
2021-09-01,1356.073391876664
2021-10-01,1321.6480804966614
2021-11-01,1396.48784945166
2021-12-01,1565.2040773808667
2022-01-01,1576.3576236949882
2022-02-01,1232.107224464999
2022-03-01,1887.502199595002
2022-04-01,2021.6195364950047
2022-05-01,1362.715027204999
2022-06-01,1435.8433114800034
2022-07-01,1324.3482425850025
2022-08-01,1376.391002795007
2022-09-01,1541.623377635
2022-10-01,1456.0815227700068
2022-11-01,1351.6219458100095
2022-12-01,1547.8807996349974
2023-01-01,1880.5536825021584
2023-02-01,1194.8608796650035
2023-03-01,1708.05600687501
2023-04-01,2317.6168517750057
2023-05-01,1460.1965551500032
2023-06-01,1360.5491190700068
2023-07-01,1316.282975915006
2023-08-01,1324.5833532149975
2023-09-01,1381.9019505300105
2023-10-01,1384.09992503501
2023-11-01,1281.7639082450044
2023-12-01,1491.9827720200046
2024-01-01,1611.4273015700176
2024-02-01,1913.2351321650028
2024-03-01,1891.1169145899985
2024-04-01,2306.386359331944
2024-05-01,1762.3749366950055
2024-06-01,1608.1180523749988
2024-07-01,2003.9087993800035


 Definition: Ingresos no petroleros del Gobierno Central. Source: MEF
