date,RIND0110
2022-01-01,34.169159
2022-02-01,34.178654
2022-03-01,35.275162
2022-04-01,34.636856
2022-05-01,36.120483
2022-06-01,34.681454
2022-07-01,35.259628
2022-08-01,35.664246
2022-09-01,35.481911
2022-10-01,33.716026
2022-11-01,33.660034
2022-12-01,36.232742
2023-01-01,35.489788
2023-02-01,34.114033
2023-03-01,35.489826
2023-04-01,34.242546
2023-05-01,34.0709
2023-06-01,35.056625
2023-07-01,34.974335
2023-08-01,34.733814
2023-09-01,34.861465
2023-10-01,34.768234
2023-11-01,34.82408905029297
2023-12-01,36.64825820922852
2024-01-01,35.448421478271484
2024-02-01,36.96685028076172
2024-03-01,36.63323593139648
2024-04-01,36.494022369384766
2024-05-01,37.44669342041016
2024-06-01,36.65662384033203
2024-07-01,35.742027282714844
2024-08-01,36.41814804077149
2024-09-01,37.69844055175781
2024-10-01,37.00360870361328
2024-11-01,35.37002182006836
2024-12-01,36.21884536743164
2025-01-01,36.954288482666016
2025-02-01,35.76171112060547


 Definition: Índice de Situación Presente, Urbano. Source: BCE
