date,XIND0002
2010-02-01,46.9263672502908
2010-03-01,49.5408820320649
2010-04-01,50.6518846373145
2010-05-01,42.428830405974
2010-06-01,48.6332237881571
2010-07-01,47.7445219179675
2010-08-01,54.2355941909613
2010-09-01,48.4731923813471
2010-10-01,49.6038410498084
2010-11-01,55.7116280151216
2010-12-01,62.103850581215
2011-01-01,62.8257336519778
2011-02-01,60.4587573059056
2011-03-01,60.1291296862027
2011-04-01,66.4393815226666
2011-05-01,62.5888343610566
2011-06-01,54.7913840891856
2011-07-01,59.4256494434013
2011-08-01,62.2319057464103
2011-09-01,52.7633973855561
2011-10-01,61.1780747092197
2011-11-01,53.5529779768154
2011-12-01,61.6254331192546
2012-01-01,63.5446062370071
2012-02-01,55.5043114185037
2012-03-01,53.217578973509
2012-04-01,60.8317917042861
2012-05-01,58.1460139786105
2012-06-01,58.8069866396367
2012-07-01,52.976818880811
2012-08-01,58.4293089494487
2012-09-01,62.4391566824836
2012-10-01,56.0493999028357
2012-11-01,60.3761362247566
2012-12-01,52.2922739687328
2013-01-01,54.7391697197497
2013-02-01,56.8675431521179
2013-03-01,52.4130719937489
2013-04-01,51.8931611033121
2013-05-01,52.8195691940902
2013-06-01,49.1153761142978
2013-07-01,57.1704682157301
2013-08-01,55.8415854174448
2013-09-01,57.2827590473436
2013-10-01,52.7094630667743
2013-11-01,60.6758270624011
2013-12-01,50.8607497246401
2014-01-01,50.2970398127651
2014-02-01,55.6979981518223
2014-03-01,49.2841762537844
2014-04-01,57.7741692543313
2014-05-01,52.1690999532137
2014-06-01,61.0760025084641
2014-07-01,64.0414616307521
2014-08-01,59.159291096574
2014-09-01,58.2840886999676
2014-10-01,63.2321442240587
2014-11-01,52.7410609189173
2014-12-01,31.8909622818943
2015-01-01,46.6188878727617
2015-02-01,48.9953670273906
2015-03-01,47.9798828368945
2015-04-01,50.7521324181897
2015-05-01,46.9306972790743
2015-06-01,56.478373655375
2015-07-01,61.8576675045213
2015-08-01,49.5912607376612
2015-09-01,46.4036362231461
2015-10-01,44.8970198133015
2015-11-01,43.2203579479788
2015-12-01,41.0419601570964
2016-01-01,39.4904859137116
2016-02-01,55.0258679426044
2016-03-01,43.9914628428948
2016-04-01,47.9748577735797
2016-05-01,47.6328992644097
2016-06-01,48.3984433776861
2016-07-01,49.7543772751984
2016-08-01,51.7206887095721
2016-09-01,49.6278375661719
2016-10-01,47.4712062101343
2016-11-01,44.5748394302275
2016-12-01,45.7917615052937
2017-01-01,41.0781198629934
2017-02-01,49.9670492899379
2017-03-01,47.8370573059482
2017-04-01,41.9333167451407
2017-05-01,47.0244694502939
2017-06-01,52.3326870050772
2017-07-01,43.4211691175518
2017-08-01,48.355094640186
2017-09-01,37.0252416528099
2017-10-01,45.0655836921149
2017-11-01,50.7409775947348
2017-12-01,47.4665754145169
2018-01-01,54.5822984705479
2018-02-01,50.5169229895808
2018-03-01,42.5600867403236
2018-04-01,43.6670785543406
2018-05-01,50.7710818530182
2018-06-01,48.823559826838
2018-07-01,43.5645544897836
2018-08-01,48.2479800005686
2018-09-01,47.0730011449439
2018-10-01,48.6171997759496
2018-11-01,55.7629479870158
2018-12-01,41.2405375924594
2019-01-01,48.8184308601652
2019-02-01,51.5880583957755
2019-03-01,49.6554651652919
2019-04-01,45.7008139826546
2019-05-01,51.8870578329673
2019-06-01,49.9496127215464
2019-07-01,49.1904107756186
2019-08-01,49.5223058220283
2019-09-01,46.7605385868024
2019-10-01,47.8334818596725
2019-11-01,51.1499100148582
2019-12-01,48.4602158066843
2020-01-01,49.7996831338235
2020-02-01,50.0597041577816
2020-03-01,38.6995585895127
2020-04-01,43.8422749894408
2020-05-01,53.7095189409513
2020-06-01,53.1377144822498
2020-07-01,51.2546882000185
2020-08-01,47.2570816612522
2020-09-01,52.5418185394066
2020-10-01,48.4516353620329
2020-11-01,50.6996815616919
2020-12-01,45.0472764247701
2021-01-01,44.2687089971108
2021-02-01,49.2396575553309
2021-03-01,44.6089572963611
2021-04-01,54.7845889080074
2021-05-01,48.4346803897869
2021-06-01,50.1789718822883
2021-07-01,50.8693570876441
2021-08-01,47.8685138344768
2021-09-01,51.3664940213886
2021-10-01,50.7460040297589
2021-11-01,57.0079017451078
2021-12-01,47.6513160435514
2022-01-01,41.0523487093828
2022-02-01,52.3043571083948
2022-03-01,52.396450392263
2022-04-01,45.7523181106793
2022-05-01,51.2133388081557
2022-06-01,58.0233085532968
2022-07-01,54.3029108638297
2022-08-01,54.734717810311
2022-09-01,53.9516359469687
2022-10-01,57.8395081905935
2022-11-01,51.6807305747258
2022-12-01,56.414317079674
2023-01-01,53.2054519665993
2023-02-01,58.7152198051756
2023-03-01,46.935856007726
2023-04-01,44.6124535373485
2023-05-01,51.6918764858345
2023-06-01,56.1939854788614
2023-07-01,51.3626834202315
2023-08-01,52.0679966074681
2023-09-01,52.508660496855
2023-10-01,53.56462908498
2023-11-01,51.0357273795401
2023-12-01,52.9756775404259
2024-01-01,43.6722044007013
2024-02-01,49.1205898654701
2024-03-01,61.2657915103199
2024-04-01,50.3791615057129
2024-05-01,48.2532115240656
2024-06-01,43.6811690722369
2024-07-01,56.9549670016156
2024-08-01,50.0075233657347
2024-09-01,49.8276945826733
2024-10-01,54.7037013243805
2024-11-01,45.0704577837711
2024-12-01,43.2746942297029


 Definition: Indice de Expectativas de la Economía Construcción. Source: BCE
