date,TREA0012
2023-01-01,93.4092088034108
2023-02-01,91.88208789795642
2023-03-01,89.51571731531813
2023-04-01,88.57382705660986
2023-05-01,88.23436994136934
2023-06-01,90.06559417996394
2023-07-01,90.41330915142632
2023-08-01,88.54657197038138
2023-09-01,88.20725490783417
2023-10-01,87.30856885755969
2023-11-01,89.88368981672544
2023-12-01,90.37859107105884
2024-01-01,89.27660409399824
2024-02-01,89.13152874099339
2024-03-01,89.07939946701335
2024-04-01,85.60881469230978
2024-05-01,85.93947163803539
2024-06-01,85.65077738331189
2024-07-01,84.87753903872428
2024-08-01,86.83334504365801
2024-09-01,88.02026915276363
2024-10-01,86.56350965240496
2024-11-01,84.55456534937596
2024-12-01,83.82573285420817
2025-01-01,82.88186002145993


 Definition: Tipo de cambio real bilateral Corea del Sur. Source: BCE
