date,MRIN0011
2006-01-01,155.909377
2006-02-01,145.193907
2006-03-01,178.71
2006-04-01,117.34
2006-05-01,246.413227
2006-06-01,131.32
2006-07-01,97.43
2006-08-01,112.07
2006-09-01,114.463841
2006-10-01,132.19
2006-11-01,310.62
2006-12-01,124.41
2007-01-01,247.31
2007-02-01,181.74
2007-03-01,217.24
2007-04-01,218.13
2007-05-01,154.54
2007-06-01,149.04
2007-07-01,139.5
2007-08-01,124.24
2007-09-01,221.16
2007-10-01,167.73
2007-11-01,191.73
2007-12-01,121.79
2008-01-01,265.349066
2008-02-01,234.667797
2008-03-01,214.303292
2008-04-01,143.777201
2008-05-01,139.893144
2008-06-01,124.684621
2008-07-01,155.953181
2008-08-01,150.006037
2008-09-01,178.773531
2008-10-01,219.304461
2008-11-01,220.795579
2008-12-01,191.569644
2009-01-01,535.533784
2009-02-01,436.034709
2009-03-01,354.411436
2009-04-01,255.566913
2009-05-01,305.782695
2009-06-01,263.315154
2009-07-01,231.434802
2009-08-01,269.323542
2009-09-01,235.975614
2009-10-01,179.988559
2009-11-01,333.292903
2009-12-01,358.895398
2010-01-01,538.520178
2010-02-01,531.617646
2010-03-01,482.472129
2010-04-01,504.471386
2010-05-01,462.315846
2010-06-01,417.509187
2010-07-01,434.403516
2010-08-01,383.960227
2010-09-01,684.825786
2010-10-01,516.765123
2010-11-01,725.014143
2010-12-01,519.195646
2011-01-01,363.938207
2011-02-01,275.569924
2011-03-01,429.763599
2011-04-01,575.644698
2011-05-01,712.007635
2011-06-01,506.384076
2011-07-01,423.471649
2011-08-01,527.871038
2011-09-01,522.085117
2011-10-01,605.936485
2011-11-01,816.220783
2011-12-01,649.256226
2012-01-01,863.622417
2012-02-01,697.023415
2012-03-01,755.398123
2012-04-01,579.693178
2012-05-01,644.086956
2012-06-01,654.479285
2012-07-01,459.76706
2012-08-01,447.66
2012-09-01,604.19
2012-10-01,581.66
2012-11-01,968.58
2012-12-01,244.19
2013-01-01,407.22
2013-02-01,365.32
2013-03-01,429.14
2013-04-01,512.89
2013-05-01,469.53
2013-06-01,423.09
2013-07-01,527.64
2013-08-01,964.33
2013-09-01,1095.470167
2013-10-01,986.666654
2013-11-01,1076.204503
2013-12-01,360.439451
2014-01-01,689.871164
2014-02-01,581.367659
2014-03-01,496.222371
2014-04-01,442.773821
2014-05-01,398.307653
2014-06-01,386.07273
2014-07-01,469.642176
2014-08-01,469.244641
2014-09-01,380.377644
2014-10-01,483.131928
2014-11-01,847.390222
2014-12-01,360.964909
2015-01-01,695.371
2015-02-01,529.00852
2015-03-01,429.677222
2015-04-01,440.924196
2015-05-01,564.004974
2015-06-01,570.522437
2015-07-01,574.663616
2015-08-01,582.068822
2015-09-01,644.435855
2015-10-01,775.651545
2015-11-01,1108.461104
2015-12-01,434.560195
2016-01-01,702.03281
2016-02-01,568.159005
2016-03-01,484.841958
2016-04-01,241.675622
2016-05-01,373.491456
2016-06-01,341.328603
2016-07-01,329.635218
2016-08-01,320.736196
2016-09-01,440.809304
2016-10-01,528.027316
2016-11-01,730.308367
2016-12-01,357.689175
2017-01-01,525.81592
2017-02-01,580.770459
2017-03-01,503.67704
2017-04-01,470.674323
2017-05-01,584.498093
2017-06-01,485.939586
2017-07-01,584.944431
2017-08-01,465.760882
2017-09-01,568.607751
2017-10-01,536.371235
2017-11-01,775.064456
2017-12-01,431.405715
2018-01-01,598.766341
2018-02-01,607.551751
2018-03-01,613.047599
2018-04-01,477.810718
2018-05-01,565.737702
2018-06-01,489.679535
2018-07-01,417.642849
2018-08-01,568.732632
2018-09-01,555.183031
2018-10-01,564.542829
2018-11-01,690.148569
2018-12-01,295.893777
2019-01-01,722.357213
2019-02-01,725.174918
2019-03-01,600.815777
2019-04-01,477.08845
2019-05-01,623.747383
2019-06-01,441.827788
2019-07-01,551.729441
2019-08-01,447.698
2019-09-01,658.625085
2019-10-01,537.544457
2019-11-01,673.595462
2019-12-01,492.876753
2020-01-01,692.178609
2020-02-01,622.498207
2020-03-01,420.153725
2020-04-01,242.110367
2020-05-01,336.138007
2020-06-01,412.027778
2020-07-01,456.006377
2020-08-01,427.75177
2020-09-01,350.382409
2020-10-01,670.281705
2020-11-01,835.761388
2020-12-01,511.5188
2021-01-01,595.159402
2021-02-01,569.943716
2021-03-01,587.030956
2021-04-01,599.384943
2021-05-01,529.499671
2021-06-01,444.84277
2021-07-01,467.708936
2021-08-01,584.613248
2021-09-01,521.681939
2021-10-01,558.060098
2021-11-01,554.805287
2021-12-01,461.200825
2022-01-01,665.70074
2022-02-01,524.838883
2022-03-01,608.140358
2022-04-01,585.431188
2022-05-01,686.656724
2022-06-01,553.135009
2022-07-01,560.697381
2022-08-01,468.572898
2022-09-01,642.829008
2022-10-01,361.213757
2022-11-01,356.03378793
2022-12-01,514.45040482
2023-01-01,625.27669828
2023-02-01,543.157231
2023-03-01,447.33914661
2023-04-01,482.78098914
2023-05-01,461.08735666
2023-06-01,605.46372424
2023-07-01,685.57808248
2023-08-01,496.4941781
2023-09-01,544.24782031
2023-10-01,511.42804465
2023-11-01,600.71666301
2023-12-01,564.47828435
2024-01-01,695.247385649999
2024-02-01,666.67995186
2024-03-01,605.47007985
2024-04-01,427.00738888
2024-05-01,588.74843795
2024-06-01,718.94827558
2024-07-01,588.75202554
2024-08-01,735.56570163
2024-09-06,712.10488677
2024-09-13,720.85601072
2024-09-20,591.18500249
2024-09-27,644.18291155
2024-09-30,733.93521841
2024-10-04,723.84776686


 Definition: Reservas Internacionales: Caja en divisas. Source: BCE
