date,MPFN0011
2006-01-01,2534.95
2006-02-01,2577.08
2006-03-01,2628.6000000000004
2006-04-01,2765.26
2006-05-01,2768.32
2006-06-01,2787.89
2006-07-01,2794.98
2006-08-01,2810.9
2006-09-01,2823.6700000000005
2006-10-01,2813.77
2006-11-01,2829.91
2006-12-01,2938.4500000000003
2007-01-01,2918.0
2007-02-01,2946.77
2007-03-01,2938.48
2007-04-01,3083.55
2007-05-01,3096.88
2007-06-01,3070.37
2007-07-01,3128.7
2007-08-01,3252.26
2007-09-01,3246.7499999999995
2007-10-01,3259.9
2007-11-01,3423.79
2007-12-01,3638.55
2008-01-01,3567.17
2008-02-01,3586.43
2008-03-01,3646.56
2008-04-01,3943.64
2008-05-01,3924.73
2008-06-01,3886.63
2008-07-01,4001.08
2008-08-01,4069.44
2008-09-01,4038.44
2008-10-01,4149.54
2008-11-01,4181.4400000000005
2008-12-01,4276.86
2009-01-01,4113.15
2009-02-01,4092.93
2009-03-01,3992.55
2009-04-01,4242.38
2009-05-01,4142.79
2009-06-01,4118.12
2009-07-01,4224.56
2009-08-01,4225.75
2009-09-01,4216.01
2009-10-01,4413.26
2009-11-01,4343.87
2009-12-01,4821.52
2010-01-01,4705.51
2010-02-01,4655.5
2010-03-01,4762.450000000001
2010-04-01,5095.04
2010-05-01,5053.139999999999
2010-06-01,5141.990000000001
2010-07-01,5181.63
2010-08-01,5235.030000000001
2010-09-01,5192.91
2010-10-01,5281.360000000001
2010-11-01,5420.46
2010-12-01,5796.82
2011-01-01,5586.78
2011-02-01,5658.4400000000005
2011-03-01,5827.23
2011-04-01,6355.299999999999
2011-05-01,6224.950000000001
2011-06-01,6309.32
2011-07-01,6437.44
2011-08-01,6463.110000000001
2011-09-01,6478.37
2011-10-01,6446.8
2011-11-01,6476.849999999999
2011-12-01,6956.64
2012-01-01,6801.139999999999
2012-02-01,6878.32
2012-03-01,6978.7
2012-04-01,7336.6
2012-05-01,7318.0
2012-06-01,7292.969999999999
2012-07-01,7235.66
2012-08-01,7288.150000000001
2012-09-01,7236.29
2012-10-01,7239.19
2012-11-01,7265.27
2012-12-01,7820.96
2013-01-01,7587.33
2013-02-01,7608.26
2013-03-01,7697.29
2013-04-01,8037.040000000001
2013-05-01,8014.69
2013-06-01,8069.44
2013-07-01,8070.19
2013-08-01,8243.369999999999
2013-09-01,8086.17
2013-10-01,8160.58
2013-11-01,8260.49
2013-12-01,8908.88
2014-01-01,8692.68
2014-02-01,8730.13
2014-03-01,8705.569999999998
2014-04-01,9138.12
2014-05-01,9059.58
2014-06-01,9047.54
2014-07-01,9072.95
2014-08-01,9264.98
2014-09-01,9082.14
2014-10-01,9253.24
2014-11-01,9291.340000000002
2014-12-01,9979.06
2015-01-01,9618.09
2015-02-01,9588.64
2015-03-01,9506.5
2015-04-01,9660.77
2015-05-01,9539.61
2015-06-01,9331.49
2015-07-01,9190.41
2015-08-01,8958.33
2015-09-01,8781.519999999999
