date,MPFN0020
2006-01-01,7740.150000000001
2006-02-01,7864.559028000001
2006-03-01,8029.51
2006-04-01,7874.140000000001
2006-05-01,7894.826348
2006-06-01,8085.8
2006-07-01,8175.919999999999
2006-08-01,8354.68
2006-09-01,8655.678365
2006-10-01,8785.630000000001
2006-11-01,8997.929999999998
2006-12-01,9197.760000000002
2007-01-01,9346.419999999998
2007-02-01,9397.34
2007-03-01,9541.1
2007-04-01,9571.08
2007-05-01,9694.47
2007-06-01,9823.23
2007-07-01,9981.39
2007-08-01,10095.65
2007-09-01,10198.79
2007-10-01,10294.89
2007-11-01,10474.83
2007-12-01,10639.31
2008-01-01,10754.105846
2008-02-01,10844.928384
2008-03-01,11047.291801
2008-04-01,11297.082536
2008-05-01,11536.649163
2008-06-01,11790.824427
2008-07-01,11974.14288
2008-08-01,12389.500136000002
2008-09-01,12744.176383000002
2008-10-01,13052.409806
2008-11-01,13403.992237
2008-12-01,13576.25232
2009-01-01,13523.500311000003
2009-02-01,13478.318848
2009-03-01,13198.386038
2009-04-01,12989.223552
2009-05-01,12909.267567000004
2009-06-01,12915.733907999998
2009-07-01,12999.396045999998
2009-08-01,13031.681858000002
2009-09-01,13184.65119
2009-10-01,13382.731252
2009-11-01,13626.674603999998
2009-12-01,13869.482792
2010-01-01,13763.278095
2010-02-01,13791.585742
2010-03-01,14110.392122
2010-04-01,14507.188006
2010-05-01,14780.991892000002
2010-06-01,15087.986600000002
2010-07-01,15457.593214
2010-08-01,15805.65045
2010-09-01,16218.520278999998
2010-10-01,16477.850237000002
2010-11-01,16842.283506
2010-12-01,17272.747068999997
2011-01-01,17428.762584
2011-02-01,17577.041077
2011-03-01,17852.782829999996
2011-04-01,18221.869737
2011-05-01,18513.986835
2011-06-01,18865.055331
2011-07-01,19174.389446
2011-08-01,19564.943135
2011-09-01,20129.940176
2011-10-01,20461.556649
2011-11-01,20835.110238999998
2011-12-01,21152.620197
2012-01-01,21133.147460000004
2012-02-01,21389.289992
2012-03-01,21849.939896
2012-04-01,22327.149136
2012-05-01,22635.154023
2012-06-01,22994.026936
2012-07-01,23139.936446000003
2012-08-01,23438.391839
2012-09-01,23900.572248000004
2012-10-01,24054.273343000004
2012-11-01,24053.634158
2012-12-01,24258.572737
2013-01-01,24228.664592
2013-02-01,24221.290325
2013-03-01,24483.560650000003
2013-04-01,24828.602472
2013-05-01,24968.687605
2013-06-01,25258.099181
2013-07-01,25541.308013
2013-08-01,25894.279964
2013-09-01,26039.241161999995
2013-10-01,26272.104191999995
2013-11-01,26658.196778
2013-12-01,26812.32157
2014-01-01,26731.76949
2014-02-01,26625.241396
2014-03-01,26836.041411
2014-04-01,27202.076031
2014-05-01,27406.19315600001
2014-06-01,27456.649526000005
2014-07-01,27737.615414
2014-08-01,27967.302411
2014-09-01,28219.005387
2014-10-01,28493.653249
2014-11-01,28690.846372
2014-12-01,29156.623085
2015-01-01,29358.861447
2015-02-01,29768.972127
2015-03-01,29840.700819
2015-04-01,29942.43761
2015-05-01,29758.155083000005
2015-06-01,29365.079049
2015-07-01,29714.251951
2015-08-01,29381.792308
2015-09-01,29172.979757
2015-10-01,29005.332966999995
2015-11-01,28675.913249
2015-12-01,28168.592966
2016-01-01,27898.029381
2016-02-01,27745.757975
2016-03-01,27709.115212
2016-04-01,27763.006867
2016-05-01,27647.199837000004
2016-06-01,27776.930702
2016-07-01,28221.889713
2016-08-01,28756.183918
2016-09-01,28782.33159
2016-10-01,29349.244534
2016-11-01,29619.674928999997
2016-12-01,29910.06667
2017-01-01,30063.926259
2017-02-01,30300.466385000007
2017-03-01,30486.017594000004
2017-04-01,31210.662958
2017-05-01,31643.08204
2017-06-01,31718.796019
2017-07-01,32225.522719
2017-08-01,32631.503475
2017-09-01,33065.59438899999
2017-10-01,33540.840154
2017-11-01,34231.291521
2017-12-01,34805.249843
2018-01-01,35117.90338899999
2018-02-01,35247.321112
2018-03-01,35560.77233099999
2018-04-01,36156.63144
2018-05-01,36758.296859
2018-06-01,37189.678137
2018-07-01,37716.86545599999
2018-08-01,38096.49116699999
2018-09-01,38601.858037
2018-10-01,38926.568667
2018-11-01,39821.83644399999
2018-12-01,39997.57807399999
2019-01-01,39994.459662
2019-02-01,40243.195865
2019-03-01,40714.395148
2019-04-01,41097.794973
2019-05-01,41491.261309
2019-06-01,41906.42636499999
2019-07-01,42216.572837
2019-08-01,42959.404192
2019-09-01,43538.97196499999
2019-10-01,43812.723113
2019-11-01,44245.384389000006
2019-12-01,44536.930548
2020-01-01,44577.189382
2020-02-01,44873.97691
2020-03-01,44744.86674
2020-04-01,44364.73943
2020-05-01,44372.965034
2020-06-01,44356.38798200001
2020-07-01,44299.564902
2020-08-01,44321.242128
2020-09-01,44333.096728
2020-10-01,44784.41308400001
2020-11-01,45187.009179
2020-12-01,45648.627337000005
2021-01-01,45735.515748
2021-02-01,45982.274281000005
2021-03-01,46498.766263000005
2021-04-01,46712.83994600001
2021-05-01,46978.446211
2021-06-01,47764.46427899999
2021-07-01,48305.932306
2021-08-01,49088.647878
2021-09-01,49815.29374900001
2021-10-01,50416.377769000006
2021-11-01,51203.027853
2021-12-01,51859.997326
2022-01-01,51919.143642
2022-02-01,52805.089715
2022-03-01,53794.56289000001
2022-04-01,54549.86653
2022-05-01,55220.140525
2022-06-01,55625.21067099999
2022-07-01,56225.208234
2022-08-01,56994.319923
2022-09-01,57772.78991400001
2022-10-01,58340.60890300001
2022-11-01,58747.718553
2022-12-01,59046.53025362
2023-01-01,59252.63268177
2023-02-01,59714.22306648
2023-03-01,60318.00313229999
2023-04-01,60779.94186735
2023-05-01,61302.96067483001
2023-06-01,61800.5088209999
2023-07-01,62061.34569172991
2023-08-01,62490.45675034991
2023-09-01,63131.60005916
2023-10-01,63510.11923343
2023-11-01,63954.86035156
2023-12-01,63991.11629395999
2024-01-01,63968.09257485
2024-02-01,64212.78722019
2024-03-01,64832.01966564001
2024-04-01,64913.34105873999
2024-05-01,65138.021682670005
2024-06-01,65643.04127809999
2024-07-01,65855.91092538
2024-08-01,66199.73363458
2024-09-01,66098.33113992
2024-10-01,


 Definition: Panorama financiero de crédito al sector privado, Total. Source: BCE
