date,TEXP0023
2023-01-01,9335.94241
2023-02-01,12300.88756
2023-03-01,11701.68771
2023-04-01,10985.06087
2023-05-01,9900.31989
2023-06-01,13206.63255
2023-07-01,8968.32945
2023-08-01,11262.49331
2023-09-01,12020.82016
2023-10-01,10011.53362
2023-11-01,11426.96734
2023-12-01,9541.92983
2024-01-01,11097.585029
2024-02-01,10168.44577
2024-03-01,11087.38522
2024-04-01,10665.68195
2024-05-01,12414.42909
2024-06-01,11814.12559
2024-07-01,9905.24883
2024-08-01,16610.6124
2024-09-01,13358.774222
2024-10-01,9813.708193
2024-11-01,12667.60798
2024-12-01,15394.43007
2025-01-01,5695.12263
2025-02-01,8878.01136


 Definition: Exportaciones no petroleras: Café y elaborados del mismo. Source: BCE
