date,TUSD0004
2023-01-01,18.821297427316853
2023-02-01,18.332813903606063
2023-03-01,18.035728778710624
2023-04-01,17.986582009820673
2023-05-01,17.548662440948753
2023-06-01,17.055125576889623
2023-07-01,16.731277282439017
2023-08-01,16.72140138720746
2023-09-01,17.424000864230443
2023-10-01,17.972875336542092
2023-11-01,17.41386666202297
2023-12-01,16.936751395588317
2024-01-01,17.18440412219486
2024-02-01,17.050414666084677
2024-03-01,16.571298841831926
2024-04-01,17.119271677705743
2024-05-01,16.968508145732336
2024-06-01,18.34202745434669
2024-07-01,18.54712918260947
2024-08-01,19.67725368505769
2024-09-01,19.67361473160271
2024-10-01,20.026474999949933
2024-11-01,20.34517626043453
2024-12-01,20.864325550244427
2025-01-01,20.69288040756697


 Definition: Cotización del USD en México. Source: BCE
