date,UNTL1003
2012-01-19,2030.438963612204
2012-01-20,2029.9825629997647
2012-01-21,2029.5261623873264
2012-01-22,2029.069761774888
2012-01-23,2028.6133611624489
2012-01-24,2028.1569605500104
2012-01-25,2027.700559937572
2012-01-26,2027.2441593251328
2012-01-27,2026.787758712694
2012-01-28,2026.3313581002556
2012-01-29,2025.8749574878168
2012-01-30,2025.4185568753776
2012-01-31,2024.962156262939
2012-02-01,2024.5057556505003
2012-02-02,2024.0493550380615
2012-02-03,2023.592954425623
2012-02-04,2023.1365538131845
2012-02-05,2022.6801532007453
2012-02-06,2022.2237525883068
2012-02-07,2021.767351975868
2012-02-08,2021.3109513634288
2012-02-09,2020.8545507509905
2012-02-10,2020.398150138552
2012-02-12,2019.9417495261127
2012-02-13,2019.4853489136744
2012-02-14,2019.028948301236
2012-02-15,2018.572547688797
2012-02-16,2018.1161470763584
2012-02-17,2017.6597464639196
2012-02-20,2017.203345851481
2012-02-21,2016.746945239042
2012-02-22,2016.2905446266036
2012-02-23,2015.8341440141648
2012-02-24,2015.3777434017256
2012-02-25,2014.921342789287
2012-02-26,2014.4649421768484
2012-02-27,2014.0085415644096
2012-02-28,2013.5521409519708
2012-02-29,2013.095740339532
2012-03-01,2012.639339727093
2012-03-02,2012.1829391146548
2012-03-03,2011.726538502216
2012-03-04,2011.2701378897773
2012-03-05,2010.8137372773383
2012-03-06,2010.3573366649
2012-03-07,2009.900936052461
2012-03-08,2009.4445354400225
2012-03-09,2008.9881348275835
2012-03-11,2008.5317342151448
2012-03-12,2008.0753336027065
2012-03-13,2007.6189329902677
2012-03-14,2007.1625323778287
2012-03-15,2006.70613176539
2012-03-16,2006.2497311529512
2012-03-17,2005.7933305405124
2012-03-18,2005.3369299280737
2012-03-19,2004.880529315635
2012-03-20,2004.4241287031964
2012-03-21,2003.9677280907576
2012-03-22,2003.511327478319
2012-03-23,2003.05492686588
2012-03-27,2002.5985262534412
2012-03-29,2002.1421256410024
2012-03-30,2001.685725028564
2012-03-31,2001.229324416125
2012-04-01,2000.7729238036864
2012-04-02,2000.316523191248
2012-04-03,1999.860122578809
2012-04-04,1999.4037219663703
2012-04-05,1998.947321353932
2012-04-06,1998.4909207414928
2012-04-07,1998.034520129054
2012-04-08,1997.5781195166155
2012-04-09,1997.1217189041763
2012-04-10,1996.665318291738
2012-04-11,1996.2089176792992
2012-04-12,1995.7525170668605
2012-04-13,1995.2961164544215
2012-04-14,1994.839715841983
2012-04-15,1994.383315229544
2012-04-16,1993.9269146171052
2012-04-17,1993.4705140046667
2012-04-18,1993.014113392228
2012-04-19,1992.5577127797892
2012-04-20,1992.101312167351
2012-04-21,1991.644911554912
2012-04-22,1991.1885109424727
2012-04-23,1990.7321103300344
2012-04-24,1990.275709717596
2012-04-25,1989.819309105157
2012-04-26,1989.362908492718
2012-04-27,1988.9065078802796
2012-04-28,1988.4501072678408
2012-04-29,1987.993706655402
2012-04-30,1987.5373060429636
2012-05-01,1987.0809054305248
2012-05-02,1986.6245048180856
2012-05-03,1986.168104205647
2012-05-04,1985.7117035932083
2012-05-05,1985.2553029807696
2012-05-06,1984.7989023683308
2012-05-07,1984.3425017558925
2012-05-08,1983.8861011434533
2012-05-09,1983.4297005310148
2012-05-10,1982.973299918576
2012-05-11,1982.5168993061368
2012-05-12,1982.0604986936985
2012-05-13,1981.60409808126
2012-05-14,1981.147697468821
2012-05-15,1980.6912968563825
2012-05-16,1980.234896243944
2012-05-17,1979.778495631505
2012-05-18,1979.3220950190664
2012-05-19,1978.8656944066277
2012-05-20,1978.409293794189
2012-05-21,1977.95289318175
2012-05-22,1977.4964925693112
2012-05-23,1977.0400919568724
2012-05-24,1976.5836913444336
2012-05-25,1976.1272907319951
2012-05-26,1975.6708901195564
2012-05-27,1975.2144895071176
2012-05-28,1974.7580888946788
2012-05-29,1974.30168828224
2012-05-30,1973.845287669801
2012-05-31,1973.3888870573624
2012-06-01,1972.932486444924
2012-06-02,1972.4760858324853
2012-06-03,1972.0196852200463
2012-06-04,1971.563284607608
2012-06-05,1971.106883995169
2012-06-06,1970.6504833827305
2012-06-07,1970.1940827702915
2012-06-08,1969.7376821578528
2012-06-09,1969.281281545414
2012-06-10,1968.8248809329752
2012-06-11,1968.3684803205367
2012-06-12,1967.912079708098
2012-06-13,1967.4556790956592
2012-06-14,1966.9992784832205
2012-06-15,1966.5428778707817
2012-06-16,1966.086477258343
2012-06-17,1965.630076645904
2012-06-18,1965.1736760334652
2012-06-19,1964.717275421027
2012-06-20,1964.260874808588
2012-06-23,1963.8044741961492
2012-06-24,1963.3480735837104
2012-06-25,1962.891672971272
2012-06-26,1962.435272358833
2012-06-27,1961.9788717463944
2012-06-28,1961.522471133956
2012-06-29,1961.0660705215168
2012-06-30,1960.6096699090783
2012-07-01,1960.15326929664
2012-07-02,1959.6968686842008
2012-07-03,1959.240468071762
2012-07-04,1958.7840674593235
2012-07-05,1958.3276668468843
2012-07-06,1957.8712662344456
2012-07-07,1957.414865622007
2012-07-08,1956.9584650095685
2012-07-09,1956.5020643971295
2012-07-10,1956.045663784691
2012-07-11,1955.589263172252
2012-07-12,1955.1328625598132
2012-07-13,1954.6764619473747
2012-07-14,1954.220061334936
2012-07-15,1953.7636607224968
2012-07-16,1953.3072601100585
2012-07-17,1952.85085949762
2012-07-18,1952.3944588851807
2012-07-19,1951.9380582727424
2012-07-20,1951.481657660304
2012-07-21,1951.025257047865
2012-07-22,1950.568856435426
2012-07-23,1950.1124558229876
2012-07-24,1949.6560552105489
2012-07-25,1949.1996545981096
2012-07-26,1948.7432539856716
2012-07-27,1857.033407202216
2012-07-28,1858.2639058171744
2012-07-29,1859.6059279778392
2012-07-30,1860.673975069252
2012-07-31,1861.0694736842104
2012-08-01,1861.615027700831
2012-08-02,1862.3597645429363
2012-08-03,1862.9329224376727
2012-08-04,1863.610900277008
2012-08-05,1864.2527423822717
2012-08-06,1864.7483379501384
2012-08-07,1865.2439335180056
2012-08-08,1865.960664819945
2012-08-09,1866.4507202216064
2012-08-10,1867.018434903047
2012-08-11,1867.70311634349
2012-08-12,1868.2042520775624
2012-08-13,1868.7398337950135
2012-08-14,1869.4787257617727
2012-08-15,1869.8356232686976
2012-08-16,1869.8213157894731
2012-08-17,1870.1583102493075
2012-08-18,1871.992894736842
2012-08-19,1872.6265650969528
2012-08-20,1873.188490304709
2012-08-21,1873.710346260388
2012-08-22,1874.2432825484764
2012-08-23,1876.1866343490303
2012-08-24,1876.935900277008
2012-08-25,1877.5902908587252
2012-08-26,1878.8110387811637
2012-08-27,1880.037326869806
2012-08-28,1881.2553047091408
2012-08-29,1882.4677423822716
2012-08-30,1883.7023407202216
2012-08-31,1885.4864265927977
2012-09-01,1886.8138088642656
2012-09-02,1888.248531855956
2012-09-03,1889.1146814404435
2012-09-04,1890.321371191136
2012-09-05,1890.9846398891964
2012-09-06,1891.712202216066
