date,TREA0000
2023-01-01,101.48078744123464
2023-02-01,101.36938748607068
2023-03-01,101.2861776370854
2023-04-01,102.20560174405512
2023-05-01,102.0166835940677
2023-06-01,101.9519327657389
2023-07-01,102.0312431030411
2023-08-01,100.96758421335204
2023-09-01,100.59442963484994
2023-10-01,99.64445562495308
2023-11-01,101.6777224200986
2023-12-01,102.5825459127402
2024-01-01,102.80897480868892
2024-02-01,102.68723399455752
2024-03-01,102.91802389672384
2024-04-01,101.41838205510844
2024-05-01,101.97194785532388
2024-06-01,101.99150821136152
2024-07-01,101.41365904851044
2024-08-01,101.8154246812583
2024-09-01,101.63330925735264
2024-10-01,101.06800719889146
2024-11-01,99.68548046884142
2024-12-01,100.08361174453364
2025-01-01,100.5940175754486
2025-02-01,102.20194539772648
2025-03-01,103.1105357990387


 Definition: Indices de tipo de cambio efectivo real. Source: BCE
